,title,url,date,keyword,creator,view,likes,depart,depart1,language,text,new_text,key_words
460,백준 알고리즘 1912번,https://www.youtube.com/watch?v=zTgSCqc9vHc&list=PLS3b0M70KTPx9nSDdGqlHsB6uYNq0UJRs,2019.10.5,백준알고리즘,황진경코딩영재AI학원,1313,13,컴퓨팅기술,알고리즘,한국어,"백준 알고리즘 문제를 풀어보았습니다.
1912번 문제는 임의의 수열이 주어질 때 이 중 연속된 몇개의 수를 선택해서 구할 수 있는 합 중 가장 큰 합을 구하는 문제입니다.","백준 알고리즘 1912번 백준 알고리즘 문제를 풀어보았습니다
1912번 문제는 임의의 수열이 주어질 때 이 중 연속된 몇개의 수를 선택해서 구할 수 있는 합 중 가장 큰 합을 구하는 문제입니다","백준 알고리즘, 수열, 연속된 수, 합, 최대합, 알고리즘 문제, 해결, 문제해결, 컴퓨팅, 프로그래밍"
461,1강 - 알고리즘의 개요와 실습 환경 구축 [ 실전 알고리즘 강좌(Algorithm Programming Tutorial) #1 ],https://www.youtube.com/watch?v=qQ5iLNjpxSk&list=PLRx0vPvlEmdDHxCvAQS1_6XV4deOwfVrz,2018.3.15,실전 알고리즘 강좌 (Algorithm Programming Tutorial),동빈나,191382,11,컴퓨팅기술,알고리즘,한국어,1강 - 알고리즘의 개요와 실습 환경 구축 [ 실전 알고리즘 강좌(Algorithm Programming Tutorial) #1 ] 강의 동영상입니다. 알고리즘 강좌의 첫 번째 시간으로 알고리즘의 전반적인 내용 및 왜 알고리즘을 공부해야 하는지에 대해 알아봅니다. 이어서 C언어 개발 환경을 구축하여 실습 환경을 구축하는 시간을 가집니다.,1강  알고리즘의 개요와 실습 환경 구축  실전 알고리즘 강좌Algorithm Programming Tutorial 1  1강  알고리즘의 개요와 실습 환경 구축  실전 알고리즘 강좌Algorithm Programming Tutorial 1  강의 동영상입니다 알고리즘 강좌의 첫 번째 시간으로 알고리즘의 전반적인 내용 및 왜 알고리즘을 공부해야 하는지에 대해 알아봅니다 이어서 C언어 개발 환경을 구축하여 실습 환경을 구축하는 시간을 가집니다,"알고리즘, 실습 환경, 개발 환경, C언어"
462,빅오(Big-O)표기법 쉽게 이해하기 [10분 정리],https://www.youtube.com/watch?v=5Ky59iblLBI&list=PL3xNAKVIm80KOJ0g_OuJ7z-K9Esz4laZC,2022.10.18,"자료구조, 알고리즘, CS 지식",코딩문 codingmoon,2123,56,컴퓨팅기술,알고리즘,한국어,"알고리듬의 성능을 측정하고 표기하는 빅오 표기법 (Big O Notation) 의 기초를 이해하기 위한 영상입니다. 주로 많이 사용되는 5가지의 다른 표기법을 소개하고, 이해를 돕기위해 다양한 예제를 통해 빅오 계산법 그리고 표기법을 정리 하였습니다.

#BigO #algorithm #알고리즘 #빅오 #개발자 #코딩","빅오BigO표기법 쉽게 이해하기 10분 정리 알고리듬의 성능을 측정하고 표기하는 빅오 표기법 Big O Notation 의 기초를 이해하기 위한 영상입니다 주로 많이 사용되는 5가지의 다른 표기법을 소개하고 이해를 돕기위해 다양한 예제를 통해 빅오 계산법 그리고 표기법을 정리 하였습니다

BigO algorithm 알고리즘 빅오 개발자 코딩","BigO, 알고리즘, 빅오 표기법, 성능 측정, 개발자, 코딩"
463,[알고리즘] 카카오 코딩 테스트 #1,https://www.youtube.com/watch?v=ExaatgwYqfU&list=PL2lVRutSfJd-aUSEkdMO8QbRuL5tPOrie,2017.12.26,알고리즘 with JAVA,빵굽는개발자 빵형,668308,45,컴퓨팅기술,알고리즘,한국어,"네이버 카페에서 소통해요
http://cafe.naver.com/curiouscode

문제 출처 : 
https://tech.kakao.com/2017/09/27/kak...","알고리즘 카카오 코딩 테스트 1 네이버 카페에서 소통해요


문제 출처  
","알고리즘, 코딩 테스트, 카카오, 네이버, 소통, 커뮤니티, 개발자, 프로그래밍, 기술, IT, 디지털, 혁신, 인공지능, 빅데이터, 클라우드, 모바일, 웹, 소프트웨어, 하드웨어."
464,파이썬 알고리즘 - 짝수(even) 홀수(odd) 구하는 함수 만들기,https://www.youtube.com/watch?v=Brbh732_KLU&list=PLAdQRRy4vtQRwAGymS3q3VXk1WUfhZg7l,2018.10.10,파이썬 알고리즘 공부,Kyeongrok Kim,13513,77,컴퓨팅기술,알고리즘,한국어,#짝수홀수#알고리즘#파이썬,파이썬 알고리즘  짝수even 홀수odd 구하는 함수 만들기 짝수홀수알고리즘파이썬,"파이썬, 알고리즘, 함수, 짝수, 홀수."
465,"메모리 동적할당 - C언어 malloc함수, free함수, momory leak(메모리 누수), 메모리 heap영역",https://www.youtube.com/watch?v=uxUDtU5CmDM&list=PLrj92cHmwIMfxmffI2RSuSmWfmHvLksoB,2023.4.11,➡️ 자료구조&알고리즘,혀니C,1450,32,컴퓨팅기술,알고리즘,한국어,"runtime시 메모리를 할당한 후 해제 하는 방법에 대해 배웁니다. 메모리 동적 할당이 필요한 이유에 대해 알아봅니다. malloc으로 할당 된 메모리는 메모리 heap영역에 잡힌다. 이 영역은 free로 반드시 해제 되야 한다. free로 해제 하지 않을 시 메모리 누수(memory leak)이 발생된다.

김수현 강사 cafe.naver.com/honeyc
구독!!! 좋아요!!! 알림 설정!!! 부탁 드려요!!!

#김수현강사 #c언어 #혀니C #혀니씨 #자료구조 #알고리즘 #C++ #코딩인터뷰 #코딩테스트 #프로그래밍 #IT학원 #C언어학원 #IT취업 #포인터 #정보처리기사 #정보처리산업기사 #정보 #공시 #전산직 #공무원 #군무원 # 계리직  #임용","메모리 동적할당  C언어 malloc함수 free함수 momory leak메모리 누수 메모리 heap영역 runtime시 메모리를 할당한 후 해제 하는 방법에 대해 배웁니다 메모리 동적 할당이 필요한 이유에 대해 알아봅니다 malloc으로 할당 된 메모리는 메모리 heap영역에 잡힌다 이 영역은 free로 반드시 해제 되야 한다 free로 해제 하지 않을 시 메모리 누수memory leak이 발생된다

김수현 강사 cafenavercomhoneyc
구독 좋아요 알림 설정 부탁 드려요

김수현강사 c언어 혀니C 혀니씨 자료구조 알고리즘 C 코딩인터뷰 코딩테스트 프로그래밍 IT학원 C언어학원 IT취업 포인터 정보처리기사 정보처리산업기사 정보 공시 전산직 공무원 군무원  계리직  임용","메모리 동적할당, C언어, 메모리 누수, 메모리 heap영역, runtime, 프로그래밍, 포인터, 정보처리기사, 정보처리산업기사, 전산직, 공무원, 군무원, 계리직, 디지털 혁신"
466,자료구조 과목 소개,https://www.youtube.com/watch?v=PIidtIBCjEg&list=PLsMufJgu5933ZkBCHS7bQTx0bncjwi4PK,2020.3.4,자료구조 - Data Structures with Python,Chan-Su Shin,44639,371,컴퓨팅기술,알고리즘,한국어,"신찬수, 한국외대, 컴전학부, 자료구조
#DataStructures, #Algorithm, #HUFS","자료구조 과목 소개 신찬수 한국외대 컴전학부 자료구조
DataStructures Algorithm HUFS","컴전학부, 자료구조, 알고리즘, HUFS, 데이터 구조, 컴퓨터 과학, 프로그래밍, 소프트웨어 개발, 데이터 처리, 인공지능, 빅데이터, 클라우드 컴퓨팅, 사물 인터넷, 블록체인, 가상 현실, 증강 현실"
467,자료구조 강의예고,https://www.youtube.com/watch?v=Pm8NCZJeFyI&list=PLXvgR_grOs1AiEXL3Xfy6yEZ7k2TL4rxy,2022.9.15,C로 배우는 자료구조,널널한 개발자 TV,12715,221,컴퓨팅기술,알고리즘,한국어,"많은 분들이 자료구조 강의를 요청하셔서 강의 일정을 계획보다 앞당기려 합니다. 본격적인 강의는 다음 주 빠르면 이번 주말(2022년 9월 17일 토요일)부터 촬영하고 업로드 할 예정입니다.

이 영상에서는 앞으로 진행 계획 및 다루려는 내용과 수강완료 후 진행할 미니 프로젝트에 관해 간단히 소개합니다. 감사합니다.","자료구조 강의예고 많은 분들이 자료구조 강의를 요청하셔서 강의 일정을 계획보다 앞당기려 합니다 본격적인 강의는 다음 주 빠르면 이번 주말2022년 9월 17일 토요일부터 촬영하고 업로드 할 예정입니다

이 영상에서는 앞으로 진행 계획 및 다루려는 내용과 수강완료 후 진행할 미니 프로젝트에 관해 간단히 소개합니다 감사합니다","자료구조, 강의, 진행 계획, 미니 프로젝트, 수강완료"
468,자료구조 및 실습  0장. 오리엔테이션,https://www.youtube.com/watch?v=O5jodXjR084&list=PL1xKqHsVFgvkjsEOlTU-h7HAOmD1Bpadd,2020.7.6,자료구조 및 실습 (2020),세종대.최유경 교수,7871,28,컴퓨팅기술,알고리즘,한국어,"세종대학교 소프트웨어융합대학 자료구조 및 실습
https://github.com/sejongresearch/202...","자료구조 및 실습  0장 오리엔테이션 세종대학교 소프트웨어융합대학 자료구조 및 실습
","콘텐츠 설명: 자료구조, 실습, 세종대학교, 소프트웨어융합대학

키워드 (디지털 혁신 관련): 없음"
469,데이터 스트럭쳐(자료구조) 수업소개,https://www.youtube.com/watch?v=bj2F0hTiTtw&list=PLuHgQVnccGMDsWOOn_P0EmAWB8DArS3Fk,2014.12.6,Data Structure,생활코딩,74223,583,컴퓨팅기술,알고리즘,한국어,https://opentutorials.org/module/1335,데이터 스트럭쳐자료구조 수업소개 ,"데이터 스트럭쳐, 자료구조, 알고리즘, 컴퓨터과학, 프로그래밍, 비즈니스 인텔리전스, 빅데이터, 머신 러닝, 인공 지능, 클라우드 컴퓨팅, IoT (사물 인터넷), 블록체인, 가상현실, 증강현실, 데이터 분석, 데이터 시각화, 디지털 전환."
470,[자료구조/알고리즘] Ch.1-1 - Stack,https://www.youtube.com/watch?v=GnvLJ3qB6lE&list=PLj7x16SB_2GkaAf4y22Vo8uXr8jJ4wbjG,2021.3.3,자료구조 with C,Hard Code 하드코드,6385,98,컴퓨팅기술,알고리즘,한국어,#C언어 #자료구조 #코딩 #컴퓨터 #프로그래밍 #대학교 #대학생 #강의 #알고리즘 #데이터구조 #소프트웨어 #컴퓨터공학 #스택 #Stack,자료구조알고리즘 Ch11  Stack C언어 자료구조 코딩 컴퓨터 프로그래밍 대학교 대학생 강의 알고리즘 데이터구조 소프트웨어 컴퓨터공학 스택 Stack,"알고리즘, 데이터구조, 소프트웨어, 컴퓨터공학, 스택"
471,1강 자료구조의 기본 개념,https://www.youtube.com/watch?v=xT-5BbWQw9o&list=PLwaVnP-dAv34bS6kii-LPP-u9i7F9uM5a,2019.2.16,자료구조 기본서 강의(이석호) 재생목록,"스티브쌤 TV with JJ-정보컴퓨터,정컴,전산직",8318,24,컴퓨팅기술,자료구조,한국어,"2021.01.01부터 Steve TV  채널을 제제아뜰에서 운영합니다.
영상의 제공정책이 일부 변경될 수 있습니다. 모든 자료는 카페에 업로드 되어 있습니다.

카페이동: http://cafe.daum.net/inforedu
구독하기: https://bit.ly/39pXyfg
#정보컴퓨터임용, #정컴임용, #정컴기출","1강 자료구조의 기본 개념 20210101부터 Steve TV  채널을 제제아뜰에서 운영합니다
영상의 제공정책이 일부 변경될 수 있습니다 모든 자료는 카페에 업로드 되어 있습니다

카페이동 
구독하기 
정보컴퓨터임용 정컴임용 정컴기출","자료구조, Steve TV, 제제아뜰, 제공 정책, 카페, 구독, 정보컴퓨터임용, 정컴임용, 정컴기출"
472,"Chat GPT를 활용해서 효율적으로 공부하는 방법! ㅣ 회화, 읽기, 쓰기, 발음, 오픽까지 전부 가능합니다. 무조건 보세요👍",https://www.youtube.com/watch?v=t2BvQS7Qm5A&pp=ygURY2hhdGdwdCDtmZzsmqnrspU%3D,2023.2.27,,주아쌤_소리튠영어,732870,18,컴퓨팅기술,자료구조,한국어,"오늘은 화제의 AI 프로그램, Chat GPT를 활용해서 영어 공부를 어떻게 할 수 있는지 알아봤습니다:)

Chat GPT는 회화, 읽기, 쓰기, 발음 등 영어의 전 영역에 있어 정말 도움이 되는 프로그램이니까 영상에서 알려드린 방법으로 많이 공부해 보세요😁

* 더 많은 정보는 소리튠 영어 카페와 소리튠 영어 홈페이지에서 확인해 보세요!
소리튠 영어 홈페이지 - https://soritunenglish.co.kr/
소리튠 영어 카페 - https://cafe.naver.com/312edupot
소리튠 영어 블로그 - https://blog.naver.com/elle385
온라인 1:1 피드백  - https://www.baaam.io/influencer/gjatv/","Chat GPT를 활용해서 효율적으로 공부하는 방법 ㅣ 회화 읽기 쓰기 발음 오픽까지 전부 가능합니다 무조건 보세요 오늘은 화제의 AI 프로그램 Chat GPT를 활용해서 영어 공부를 어떻게 할 수 있는지 알아봤습니다

Chat GPT는 회화 읽기 쓰기 발음 등 영어의 전 영역에 있어 정말 도움이 되는 프로그램이니까 영상에서 알려드린 방법으로 많이 공부해 보세요

 더 많은 정보는 소리튠 영어 카페와 소리튠 영어 홈페이지에서 확인해 보세요
소리튠 영어 홈페이지  
소리튠 영어 카페  
소리튠 영어 블로그  
온라인 11 피드백   ","Chat GPT, AI 프로그램, 영어 공부, 회화, 읽기, 쓰기, 발음, 오픽, 소리튠, 온라인 11 피드백"
