title,url,date,keyword,creator,view,likes,depart,depart1,language,text,new_text
"프로젝트 관리의 미래, 새로운 방식으로 협업하세요!",https://www.youtube.com/watch?v=TB3R8kyNQBQ&pp=ygUS7ZSE66Gc7KCd7Yq46rSA66as,2023.4.24,#프로젝트,클로바인,195,5,워크스킬,프로젝트관리,한국어,"진짜 생산성을 높이는 협업, 이렇게 하면 성공한다!

근무 시간과 달리 오르지 않는 생산성에 기업들은 고민이 많습니다.
직원 관리에 업무 관리까지, 어떻게 성공할 수 있을까요?
전문 프로젝트 관리, 클로바인으로 협업툴의 새로운 패러다임을 느껴보세요!

Blog | https://bit.ly/3J2Bgmv
Homepage | http://bit.ly/3KxE9y2
Inquiry | https://bit.ly/3Z6sUk2
00:00 한국 직장인의 현실, 근무 시간 관리는 프로젝트 성공의 핵심
00:26 클로바인이 변화시킨 윤 팀장의 이야기
01:08 신속한 이슈 처리가 이끄는 애자일 프로젝트, 개발 엔지니어의 이야기
01:28 기업에서 필수적인 체계적인 협업 관리, 경영팀의 전략
01:52 조직 구성원의 업무 효율성 향상, 신입과 팀장의 협력 이야기
03:19 포트폴리오를 통한 조직 OKR 성과관리, TF팀의 성공 이야기
03:38 협업 도구 이중 사용으로 인한 문제, 업무 누락의 원인은?
03:59 모바일에서도 빠르고 간편한 업무 관리, 업무 효율성 향상!
04:23 전문 프로젝트 관리 툴(PPM) 클로바인으로 성공하기
05:21 엔딩 크레딧

#프로젝트 #협업 #성과관리","프로젝트 관리의 미래 새로운 방식으로 협업하세요 진짜 생산성을 높이는 협업 이렇게 하면 성공한다

근무 시간과 달리 오르지 않는 생산성에 기업들은 고민이 많습니다
직원 관리에 업무 관리까지 어떻게 성공할 수 있을까요
전문 프로젝트 관리 클로바인으로 협업툴의 새로운 패러다임을 느껴보세요

Blog  
Homepage  
Inquiry  
0000 한국 직장인의 현실 근무 시간 관리는 프로젝트 성공의 핵심
0026 클로바인이 변화시킨 윤 팀장의 이야기
0108 신속한 이슈 처리가 이끄는 애자일 프로젝트 개발 엔지니어의 이야기
0128 기업에서 필수적인 체계적인 협업 관리 경영팀의 전략
0152 조직 구성원의 업무 효율성 향상 신입과 팀장의 협력 이야기
0319 포트폴리오를 통한 조직 OKR 성과관리 TF팀의 성공 이야기
0338 협업 도구 이중 사용으로 인한 문제 업무 누락의 원인은
0359 모바일에서도 빠르고 간편한 업무 관리 업무 효율성 향상
0423 전문 프로젝트 관리 툴PPM 클로바인으로 성공하기
0521 엔딩 크레딧

프로젝트 협업 성과관리"
"프로젝트관리 실무(요약편) - 성공적인 SI사업수행 어떻게 해야할까요? - Project Manager, Project Management",https://www.youtube.com/watch?v=mD1f6Xd6SS0&pp=ygUS7ZSE66Gc7KCd7Yq46rSA66as,2021.3.19,PM/PMO-프로젝트관리(요약편),PMO유전무,2528,50,워크스킬,프로젝트관리,한국어,"Project Manager, Project Management Office, Project Management
PM, PMO 프로젝트관리(실무) 전문가 노하우!!
PMO유전무 입니다.

성공적인 SI사업 수행, 착수단계에서 완료/종료까지 어떻게 해야 할까요?
PM, PMO란? 그리고, 분석/설계단계 ~ 개발/이행단계 까지...
유전무의 프로젝트관리 실무 / 요약편 영상으로 만나 보겠습니다.

감사합니다..

*이메일 : ysyou2010@gmail.com  또는  nayoupmo@gmail.com

#Project Manager #Project Management Office #Project Management
#PROJECT MANAGER #PM #PMO #pm #pmo #프로젝트관리 #SI사업수행 #유튜브 하자","프로젝트관리 실무요약편  성공적인 SI사업수행 어떻게 해야할까요  Project Manager Project Management Project Manager Project Management Office Project Management
PM PMO 프로젝트관리실무 전문가 노하우
PMO유전무 입니다

성공적인 SI사업 수행 착수단계에서 완료종료까지 어떻게 해야 할까요
PM PMO란 그리고 분석설계단계  개발이행단계 까지
유전무의 프로젝트관리 실무  요약편 영상으로 만나 보겠습니다

감사합니다

이메일  ysyou2010gmailcom  또는  nayoupmogmailcom

Project Manager Project Management Office Project Management
PROJECT MANAGER PM PMO pm pmo 프로젝트관리 SI사업수행 유튜브 하자"
내가 맡은 프로젝트의 성공을 위한 기본중의 기본 Project scoping,https://www.youtube.com/watch?v=Mm09vxc701E&pp=ygUS7ZSE66Gc7KCd7Yq46rSA66as,2019.5.6,#Why,커넥팅닷TV,16075,563,워크스킬,프로젝트관리,한국어,"회사 다니다 보면 내가 중심이 되어 무언가 새로운 업무를 맡을 때가 있습니다. 업무만 맡는 것이 아니라  보고서와 함께 성과물을 보여줘야 할 때가 있지요.  이런 프로젝트성 업무를 맡았을 때 성공시키느냐 마느냐의 반은 프로젝트 스코핑에 의해 좌우됩니다. 프로젝트 범위를 어떻게 잡느냐에 따라 결과가 바뀐다는 뜻이지요. 이번 영상에선 프로젝트 스코핑이 무엇이며 그것이 왜 중요한지에 대해 설명드려 볼까 합니다.    

#프로젝트, #스코핑, #Scoping, #프로젝트스코핑, #프로젝트범위, #보고서, #스토리라인, #What, #Why, #How","내가 맡은 프로젝트의 성공을 위한 기본중의 기본 Project scoping 회사 다니다 보면 내가 중심이 되어 무언가 새로운 업무를 맡을 때가 있습니다 업무만 맡는 것이 아니라  보고서와 함께 성과물을 보여줘야 할 때가 있지요  이런 프로젝트성 업무를 맡았을 때 성공시키느냐 마느냐의 반은 프로젝트 스코핑에 의해 좌우됩니다 프로젝트 범위를 어떻게 잡느냐에 따라 결과가 바뀐다는 뜻이지요 이번 영상에선 프로젝트 스코핑이 무엇이며 그것이 왜 중요한지에 대해 설명드려 볼까 합니다    

프로젝트 스코핑 Scoping 프로젝트스코핑 프로젝트범위 보고서 스토리라인 What Why How"
메가프로젝트 성공을 위한 Program Management(통합사업관리) 세미나,https://www.youtube.com/watch?v=cNboravO4Hc&pp=ygUS7ZSE66Gc7KCd7Yq46rSA66as,2022.12.6,,HanmiGlobal 한미글로벌,723,13,워크스킬,프로젝트관리,한국어,"한국건설관리학회가 주최하고 국토교통부와 한미글로벌이 후원한 '메가 프로젝트 성공을 위한 Program Management(통합사업관리)' 세미나가 지난 11월 25일(금) 오전 10시부터 한국과학기술회관 지하1층 중회의실에서 개최되었습니다.

많은 관심과 참여해주신 분들께 감사드립니다. 

1. 행사명 : 메가 프로젝트 성공을 위한 Program Management(통합사업관리)
2. 일시 : 2022. 11. 25(금) 10:00~12:20
3. 장소 : 한국과학기술회관 B1층 중회의실2
4. 주최 : 한국건설관리학회
5. 후원 : 국토교통부, 한미글로벌
6. 개회
 - 사회 : 이준성 이화여자대학교 교수
 - 축사 : 이상길 국토교통부 기술안전정책관
 - 환영사 : 김경주 한국건설관리학회장
7. 발제(1) : 이복남 서울대학교 교수 (새 정부의 건설정책과 PM 사용법)
8. 발제(2) : 최종철 WSP Korea 대표 (글로벌PgM 수행 사례)
9. 토론
 - 좌장 : 이영환  인하대학교 교수
 - 패널 : 이복남  서울대학교 교수
              윤상원  국토교통부 기술혁신과 사무관
              백영창  국방부 주한미군기지이전사업단 전문관
              최종철  WSP Korea 대표
              윤은상  한국씨엠씨 단장
              오두원  도화엔지니어링 전무
              김경태  한미글로벌 건설전략연구소장","메가프로젝트 성공을 위한 Program Management통합사업관리 세미나 한국건설관리학회가 주최하고 국토교통부와 한미글로벌이 후원한 메가 프로젝트 성공을 위한 Program Management통합사업관리 세미나가 지난 11월 25일금 오전 10시부터 한국과학기술회관 지하1층 중회의실에서 개최되었습니다

많은 관심과 참여해주신 분들께 감사드립니다 

1 행사명  메가 프로젝트 성공을 위한 Program Management통합사업관리
2 일시  2022 11 25금 10001220
3 장소  한국과학기술회관 B1층 중회의실2
4 주최  한국건설관리학회
5 후원  국토교통부 한미글로벌
6 개회
  사회  이준성 이화여자대학교 교수
  축사  이상길 국토교통부 기술안전정책관
  환영사  김경주 한국건설관리학회장
7 발제1  이복남 서울대학교 교수 새 정부의 건설정책과 PM 사용법
8 발제2  최종철 WSP Korea 대표 글로벌PgM 수행 사례
9 토론
  좌장  이영환  인하대학교 교수
  패널  이복남  서울대학교 교수
              윤상원  국토교통부 기술혁신과 사무관
              백영창  국방부 주한미군기지이전사업단 전문관
              최종철  WSP Korea 대표
              윤은상  한국씨엠씨 단장
              오두원  도화엔지니어링 전무
              김경태  한미글로벌 건설전략연구소장"
구글 캘린더? 단기 프로젝트 일정관리 타임라인 있는 아사나로 하세요!,https://www.youtube.com/watch?v=GZP1otAwj80&pp=ygUS7ZSE66Gc7KCd7Yq46rSA66as,2021.5.4,,어머 - UHMUH,11339,144,워크스킬,프로젝트관리,한국어,"사실 근데 아사나 개인이 사용하기엔 좀 비싼감은 있어요.....
먼데이 닷컴으로 옮겨탈까 고민중입니다. 
먼데이 닷컴도 사용해보고 나중에 리뷰 올릴게요.","구글 캘린더 단기 프로젝트 일정관리 타임라인 있는 아사나로 하세요 사실 근데 아사나 개인이 사용하기엔 좀 비싼감은 있어요
먼데이 닷컴으로 옮겨탈까 고민중입니다 
먼데이 닷컴도 사용해보고 나중에 리뷰 올릴게요"
회의시간 생산적으로 바꾸는 방법 ㅣ 시간관리,https://www.youtube.com/watch?v=AVvbVwfc5IM&pp=ygUM7ZqM7J2Y6rSA66as,2020.11.30,,퇴사한 이형,7259,307,워크스킬,프로젝트관리,한국어,"나의 커리어를 진단하고 제대로 인정받는 커리어로 만들고 싶다면
👉 https://bit.ly/37R322X 

직장생활의 고민을 나누고 성장하고 싶은 사람들과 함께 도전하고 싶다면?
👉 https://bit.ly/3z6YYHo

직장생활에 지친 직장인 필독서 [JOY AT WORK]
👉 https://bit.ly/36HqoaO

지금 당장 퇴사하고 더 좋은 회사로 이직하고 싶다면?
👉 https://bit.ly/2QDHGBh

퇴사한 이형 구독자 형팸들과 소통하고 싶다면?
👉 http://bit.ly/2wVLrHX (참여코드: 0214)

* 비즈니스 문의: official@alivecommunity.co.kr
* 직장생활 고민 사연 : https://forms.gle/4y3cRsjQQ6V9dCxv5","회의시간 생산적으로 바꾸는 방법 ㅣ 시간관리 나의 커리어를 진단하고 제대로 인정받는 커리어로 만들고 싶다면
  

직장생활의 고민을 나누고 성장하고 싶은 사람들과 함께 도전하고 싶다면
 

직장생활에 지친 직장인 필독서 JOY AT WORK
 

지금 당장 퇴사하고 더 좋은 회사로 이직하고 싶다면
 

퇴사한 이형 구독자 형팸들과 소통하고 싶다면
  참여코드 0214

 비즈니스 문의 officialalivecommunitycokr
 직장생활 고민 사연  "
ep02. 일 잘하는 신입은 회의록을 이렇게 정리한다! / 회의록 양식,https://www.youtube.com/watch?v=CYvQCkF65vQ&pp=ygUM7ZqM7J2Y6rSA66as,2020.4.16,#신입사원,한컴그룹TV,30254,613,워크스킬,프로젝트관리,한국어,"한컴 오피스로 회사 생활을 말랑(?)하게 만드는 
[말랑한 한컴생활] 그 두 번째 시간! 

오늘도 고구마 100개의 릴레이 회의...
1시간, 2시간, 3시간, 4시간....끝!!!!!
하얗게 불태웠어....이제 한숨 돌려볼까...
할 때쯤 들려오는 대리님의 목소리~~
“신입~ 회의록 바로 정리해서 줄거지?^_^”

신입사원들의 필.수.관.문 회의록 작성!
회의록 깔끔하게 정리하는 꿀팁은 물론,
한눈에 쏙 들어오는 회의록 양식 만드는 법까지 팍팍 알려드림!

[한컴오피스 바로가기]
https://www.hancom.com/main/main.do
#회의록 #신입사원 #한컴오피스 #엑셀 #한글","ep02 일 잘하는 신입은 회의록을 이렇게 정리한다  회의록 양식 한컴 오피스로 회사 생활을 말랑하게 만드는 
말랑한 한컴생활 그 두 번째 시간 

오늘도 고구마 100개의 릴레이 회의
1시간 2시간 3시간 4시간끝
하얗게 불태웠어이제 한숨 돌려볼까
할 때쯤 들려오는 대리님의 목소리
신입 회의록 바로 정리해서 줄거지_

신입사원들의 필수관문 회의록 작성
회의록 깔끔하게 정리하는 꿀팁은 물론
한눈에 쏙 들어오는 회의록 양식 만드는 법까지 팍팍 알려드림

한컴오피스 바로가기

회의록 신입사원 한컴오피스 엑셀 한글"
회의 때 똑똑하게 보이는 의외로 간단한 방법,https://www.youtube.com/watch?v=FearCwFCXE8&pp=ygUM7ZqM7J2Y6rSA66as,2020.1.2,,커넥팅닷TV,96994,18,워크스킬,회의관리,한국어,"회의 때 보면 와~ 저 사람 정말 똑똑하다. 이런 느낌이 드는 사람들이 있습니다. 내공이 쌓여 있어 할 말이 많거나, 논리적이어서 맞는 말만 하는 경우인데요. 내공이 약하고, 그다지 논리적이지도 않은 사람이 회의 때 똑똑하게 보일 수 있는 방법이 있어서 소개해 드릴까 합니다.",회의 때 똑똑하게 보이는 의외로 간단한 방법 회의 때 보면 와 저 사람 정말 똑똑하다 이런 느낌이 드는 사람들이 있습니다 내공이 쌓여 있어 할 말이 많거나 논리적이어서 맞는 말만 하는 경우인데요 내공이 약하고 그다지 논리적이지도 않은 사람이 회의 때 똑똑하게 보일 수 있는 방법이 있어서 소개해 드릴까 합니다
회의 잘하는 법? 2가지만 알면 끝! 회의록 꿀팁 포함❤,https://www.youtube.com/watch?v=bT39FG484hQ&pp=ygUM7ZqM7J2Y6rSA66as,2022.3.11,#회의록,입사동기,6996,134,워크스킬,회의관리,한국어,"❤입사동기 구독자 요청 콘텐츠❤
당신의 회의가 산으로 가는 이유?
회의 전 00준비와 회의 후 00를 제대로 공유하지 않았기 때문?!

아름 &다운이 회의록 템플릿도 알려주니까
이대로만 보고 회의 짱 잘하는 직장인으로 거듭나자구~~

#회의잘하는법 #회의록 #회의

☞입사동기 유튜브(Youtube) 구독 http://bit.ly/beautiandful

출연    ｜이아름 설다운
촬영    ｜김자언 김다슬
디자인｜오은정
편집    ｜김민경
총괄 및 기획｜ 설다운 양준호 권예빈 김소영 염한빈

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ­- - - - - - - - - 
Copyright ⓒ 직장내일 All Rights Reserved.
해당 영상의 저작권은 직장내일에 있습니다.
영상 공유는 가능하나, 허가 없는 변경/배포는 불가합니다.","회의 잘하는 법 2가지만 알면 끝 회의록 꿀팁 포함 입사동기 구독자 요청 콘텐츠
당신의 회의가 산으로 가는 이유
회의 전 00준비와 회의 후 00를 제대로 공유하지 않았기 때문

아름 다운이 회의록 템플릿도 알려주니까
이대로만 보고 회의 짱 잘하는 직장인으로 거듭나자구

회의잘하는법 회의록 회의

입사동기 유튜브Youtube 구독 

출연    이아름 설다운
촬영    김자언 김다슬
디자인오은정
편집    김민경
총괄 및 기획 설다운 양준호 권예빈 김소영 염한빈

                                       
Copyright  직장내일 All Rights Reserved
해당 영상의 저작권은 직장내일에 있습니다
영상 공유는 가능하나 허가 없는 변경배포는 불가합니다"
비즈니스 미팅할 때 알아야 할 것들,https://www.youtube.com/watch?v=wB1rct9UU3o&pp=ygUM66-47YyF6rSA66as,2021.1.8,#비즈니스,오상익의 어서옵쇼,11473,163,워크스킬,회의관리,한국어,"비즈니스 미팅할 때 알아야 할 것들

비즈니스 미팅 이렇게 준비하세요!

#미팅 #비즈니스

출연신청 / 제휴문의
이메일: ohganzi@gmail.com","비즈니스 미팅할 때 알아야 할 것들 비즈니스 미팅할 때 알아야 할 것들

비즈니스 미팅 이렇게 준비하세요

미팅 비즈니스

출연신청  제휴문의
이메일 ohganzigmailcom"
"빠르고 명확하게 미팅을 진행하는 방법 | 애프터모멘트 박창선 대표 | 일잘러, 커뮤니케이션",https://www.youtube.com/watch?v=SzonFL7gwsQ&pp=ygUM66-47YyF6rSA66as,2020.6.19,#일잘러,월간 서른,5592,141,워크스킬,회의관리,한국어,"더 이상 길고 결과없는 회의 진행하지 않는 방법
: 애프터모멘트 박창선 대표 (3부)

월간서른 강혁진의 신간 '마케터로 살고 있습니다' 자세히 보기
https://bit.ly/I_AM_marketer_kyobo

장소협찬 : 자몽 미디어센터 - 논현 스튜디오
https://zamong.co.kr/studio/space/gan...
#커뮤니케이션 #회의 #일잘러 #회의잘하는법 #일잘하는방법 #박창선 #애프터모멘트 #브런치 #작가 #디자이너
-----------------------------------
삼십대가 보고 싶은 사람, 삼십대가 듣고 싶은 이야기를 전해 드립니다. 
월간서른을 구독하고 다양한 인터뷰를 받아보세요!

* 제휴/인터뷰/광고 문의: workbettercompany@gmail.com","빠르고 명확하게 미팅을 진행하는 방법  애프터모멘트 박창선 대표  일잘러 커뮤니케이션 더 이상 길고 결과없는 회의 진행하지 않는 방법
 애프터모멘트 박창선 대표 3부

월간서른 강혁진의 신간 마케터로 살고 있습니다 자세히 보기


장소협찬  자몽 미디어센터  논현 스튜디오

커뮤니케이션 회의 일잘러 회의잘하는법 일잘하는방법 박창선 애프터모멘트 브런치 작가 디자이너

삼십대가 보고 싶은 사람 삼십대가 듣고 싶은 이야기를 전해 드립니다 
월간서른을 구독하고 다양한 인터뷰를 받아보세요

 제휴인터뷰광고 "
미팅스킬 / 비지니스미팅 그냥 하시면 시간만 낭비 할 수 있습니다. 300명 이상과 각 1시간 이상 미팅을 하며 느낀 점과 간단한 노하우를 공유합니다. (feat BNI ),https://www.youtube.com/watch?v=RVr7eKpFCjs&pp=ygUM66-47YyF6rSA66as,2021.9.11,,조부님 tv,313,15,워크스킬,회의관리,한국어,"나를 잘 표현하고
세심하게 상대를 배려하며
적시에 리뷰를 하는 것이
비지니스 미팅 성공의 지름길 입니다
좋은 미팅으로 휴먼플랫폼을 확보하세요","미팅스킬  비지니스미팅 그냥 하시면 시간만 낭비 할 수 있습니다 300명 이상과 각 1시간 이상 미팅을 하며 느낀 점과 간단한 노하우를 공유합니다 feat BNI  나를 잘 표현하고
세심하게 상대를 배려하며
적시에 리뷰를 하는 것이
비지니스 미팅 성공의 지름길 입니다
좋은 미팅으로 휴먼플랫폼을 확보하세요"
데이터로 세상을 보다 | 데이터 분석의 힘,https://www.youtube.com/watch?v=aasrgF5LWdU,2018.10.15,,책그림,29723,522,워크스킬,회의관리,한국어,"책 '데이터 분석의 힘'을 소개합니다. 

오바마 선거 캠프가 메인 사진을 결정할 때,
구글이 자신만의 파란색을 결정할 때
이 데이터 분석이 쓰였는데요. 

책을 통해 상관관계와 인과관계를 구분짓고
RCT기법까지 알아보겠습니다. 

고맙습니다 :D

책그림 | 데이터 분석, 빅데이터
facebook.com/drawthebook
   / 책그림  ","데이터로 세상을 보다  데이터 분석의 힘 책 데이터 분석의 힘을 소개합니다 

오바마 선거 캠프가 메인 사진을 결정할 때
구글이 자신만의 파란색을 결정할 때
이 데이터 분석이 쓰였는데요 

책을 통해 상관관계와 인과관계를 구분짓고
RCT기법까지 알아보겠습니다 

고맙습니다 D

책그림  데이터 분석 빅데이터
facebookcomdrawthebook
    책그림  "
3. 데이터의 중요성과 인공지능,https://www.youtube.com/watch?v=qQI-ASOy_SY,2021.11.15,AI&DATA for Teachers,소프트웨어야 놀자,1058,10,워크스킬,회의관리,한국어,"데이터는 무엇이고 인공지능과는 어떤 관계가 있을까요?

데이터는 인공지능 시대의 '원유'라고 불릴만큼 매우 중요한데요. 

데이터는 무엇인지, 어떤 종류가 있는지, 그리고 그 데이터가 인공지능과 어떤 관계가 있는지 알아봅시다.


* 네이버와 네이버 커넥트재단은 학생들이 인공지능 개념을 쉽게 이해할 수 있도록 교육 동영상을 제공합니다.
* 본 영상의 저작권은 제공처에 있으며, 이를 무단 사용하는 경우 저작권법 등에 따라 법적 책임을 질 수 있습니다.

#소프트웨어교육 #SW교육 #인공지능교육 #AI교육 #데이터교육 #DATA교육 #소프트웨어야놀자 #초등SW교육 #중등SW교육 #초등AI교육 #중등AI교육 #네이버커넥트","3 데이터의 중요성과 인공지능 데이터는 무엇이고 인공지능과는 어떤 관계가 있을까요

데이터는 인공지능 시대의 원유라고 불릴만큼 매우 중요한데요 

데이터는 무엇인지 어떤 종류가 있는지 그리고 그 데이터가 인공지능과 어떤 관계가 있는지 알아봅시다


 네이버와 네이버 커넥트재단은 학생들이 인공지능 개념을 쉽게 이해할 수 있도록 교육 동영상을 제공합니다
 본 영상의 저작권은 제공처에 있으며 이를 무단 사용하는 경우 저작권법 등에 따라 법적 책임을 질 수 있습니다

소프트웨어교육 SW교육 인공지능교육 AI교육 데이터교육 DATA교육 소프트웨어야놀자 초등SW교육 중등SW교육 초등AI교육 중등AI교육 네이버커넥트"
정말 쉬운 데이터분석📈 오렌지3🍊 | full version | 무료강의,https://www.youtube.com/watch?v=IbX_uHtpzIc&pp=ygUWT3JhbmdlIOuNsOydtO2EsOu2hOyEnQ%3D%3D,2021.12.28,#python,코딩엑스AI,6870,76,데이터기술,데이터분석 개념,한국어,"🔥 코딩엑스AI에서 완전무료로 수강하기
⏩ 내손으로 데이터 마이닝 with Orange3 클래스룸에서 확인하세요.
: https://bit.ly/3pAN4nb

👉선수지식
무언가 다운로드 받을 수 있는 기초적인 컴퓨터 사용방법
👉무엇을 배울 수 있나요?
코딩과 수학, 인공지능 지식 없이도 데이터 과학과 통계, 머신러닝을 다룰 수 있는 orange3
👉누가 들으면 좋나요?
- 인공지능, 머신러닝의 원리를 쉽게 배우고 싶은 누구나
- 인공지능 분야를 전문적으로 시작하고자 하시는 분


#오렌지3#orange3#머신러닝#데이터마이닝#bigdata#빅데이터
#데이터분석#코딩#coding#python#파이썬#인공지능#ai#딥러닝


- Facebook : https://www.facebook.com/codingxai
- Twitter : https://twitter.com/codingxai
- Instagram : https://www.instagram.com/codingxai
- 코딩엑스 웹사이트 : https://coding-x.com/class
- AI온북 웹사이트 : https://school.coding-x.com/","정말 쉬운 데이터분석 오렌지3  full version  무료강의  코딩엑스AI에서 완전무료로 수강하기
 내손으로 데이터 마이닝 with Orange3 클래스룸에서 확인하세요
 

선수지식
무언가 다운로드 받을 수 있는 기초적인 컴퓨터 사용방법
무엇을 배울 수 있나요
코딩과 수학 인공지능 지식 없이도 데이터 과학과 통계 머신러닝을 다룰 수 있는 orange3
누가 들으면 좋나요
 인공지능 머신러닝의 원리를 쉽게 배우고 싶은 누구나
 인공지능 분야를 전문적으로 시작하고자 하시는 분


오렌지3orange3머신러닝데이터마이닝bigdata빅데이터
데이터분석코딩codingpython파이썬인공지능ai딥러닝


 Facebook  
 Twitter  
 Instagram  
 코딩엑스 웹사이트  
 AI온북 웹사이트  "
Orange 데이터분석 - 시계열분석(ARIMA),https://www.youtube.com/watch?v=pG0SraQUvNc&pp=ygUWT3JhbmdlIOuNsOydtO2EsOu2hOyEnQ%3D%3D,2021.11.7,Orange3 데이터분석 머신러닝,엘리쌤과인공지능,2668,,데이터기술,데이터분석 개념,한국어,"초등학생도 할 수 있는 데이터 분석
마우스 클릭으로 위젯을 추가하고, 마우스 드래그로 위젯을 서로 연결하는 것 자체가 바로 코딩입니다.

설치 - https://orange.biolab.si/download

강의 문의 : ai.ellielee@gmail.com

엘리쌤의 [Orange3 데이터분석, 머신러닝] 강의 영상 전체 보기 - https://tinyurl.com/orangedatamining

Getting Started with Orange - https://youtube.com/playlist?list=PLm...
Orange Website - https://orangedatamining.com/
#Orange3 #오렌지3 #데이터분석 #엘리쌤","Orange 데이터분석  시계열분석ARIMA 초등학생도 할 수 있는 데이터 분석
마우스 클릭으로 위젯을 추가하고 마우스 드래그로 위젯을 서로 연결하는 것 자체가 바로 코딩입니다

설치  

강의 문의  aiellieleegmailcom

엘리쌤의 Orange3 데이터분석 머신러닝 강의 영상 전체 보기  

Getting Started with Orange  
Orange Website  
Orange3 오렌지3 데이터분석 엘리쌤"
[Orange] 이미지 분석: 클러스터링(Clustering)과 분류(Classification),https://www.youtube.com/watch?v=5-mcMeCNikE&pp=ygUWT3JhbmdlIOuNsOydtO2EsOu2hOyEnQ%3D%3D,2021.12.5,#Orange,CaN Tips,1779,34,데이터기술,데이터분석 ,한국어,"데이터를 분석하는 분야인 데이터 마이닝(Data Mining)의 여러 기법 중에 클러스터링(clustering)이라는 것이 있고, 분류법(classification)이라는 것이 있다.

데이터 집합을 하위 집단으로 분류하는 대표적인 기법들이다.

클러스터 분석(cluster analysis)이라고도 하는 클러스터링은 여러 특성의 데이터들이 섞여 있는 집합을 비슷한 것끼리 짝지어서 여러 개의 하위 집합으로 만드는 과정이라고 보면 된다. 반면에 분류법은 기존에 나눠져 있는 각 집합에 특정 데이터가 해당되는 지를 확인하는 기법으로 생각할 수 있다.

예를 들어, 시험 점수가 100, 99, 90, 80, 20, 5점으로 분포되어 있다고 하자. 이를 상, 하 집단으로 나눈다면 각 집단을 같은 수로 나누면 100, 99, 90점은 상위권, 80, 20, 5점은 하위권이 된다. 80점이 좀 억울할 수 있다. 상, 중, 하로 나무면 90점이 애매할 수 있다. 평균이나 구간 점수를 기준으로 삼을 수도 있는데, 이렇게 이미 나누어진 기준이 있다면 분류법이다. 그냥 봐도 두 집단으로 나눈다면 80점을 상위권으로 올리는 것이 합리적일 수 있다. 데이터의 특성을 고려하여 하위 집합을 결정하는 것이 클러스터링이다.

여기에서는 이런 숫자 데이터가 아니라 이미지 데이터를 대상으로 하는 방법을 살펴본다.

우선 개 사진과 고양이 사진이 섞여 있는 폴더에서 개와 고양이를 분리하는 예제를 통해 클러스터링을 해본다. 개라는 집단(클러스터)과 고양이라는 클러스터의 이름을 모른다고 생각하고 사진을 나눈 다음 한 쪽의 이름으로 개로 하고, 다른 쪽의 이름은 고양이라고 할 수 있다. 

다른 예에서는 동물 사진 집합과 사람 사진 집합으로 미리 데이터를 구분해 두고 새로운 사진들을 어느 집합으로 보내는지 확인한다.

이 분석에는 Orange라고 하는 오픈 소스 데이터 분석 프로그램을 사용한다.

Orange의 공식 홈페이지로 가기: https://orangedatamining.com/
#Orange #Clustering #Classification","Orange 이미지 분석 클러스터링Clustering과 분류Classification 데이터를 분석하는 분야인 데이터 마이닝Data Mining의 여러 기법 중에 클러스터링clustering이라는 것이 있고 분류법classification이라는 것이 있다

데이터 집합을 하위 집단으로 분류하는 대표적인 기법들이다

클러스터 분석cluster analysis이라고도 하는 클러스터링은 여러 특성의 데이터들이 섞여 있는 집합을 비슷한 것끼리 짝지어서 여러 개의 하위 집합으로 만드는 과정이라고 보면 된다 반면에 분류법은 기존에 나눠져 있는 각 집합에 특정 데이터가 해당되는 지를 확인하는 기법으로 생각할 수 있다

예를 들어 시험 점수가 100 99 90 80 20 5점으로 분포되어 있다고 하자 이를 상 하 집단으로 나눈다면 각 집단을 같은 수로 나누면 100 99 90점은 상위권 80 20 5점은 하위권이 된다 80점이 좀 억울할 수 있다 상 중 하로 나무면 90점이 애매할 수 있다 평균이나 구간 점수를 기준으로 삼을 수도 있는데 이렇게 이미 나누어진 기준이 있다면 분류법이다 그냥 봐도 두 집단으로 나눈다면 80점을 상위권으로 올리는 것이 합리적일 수 있다 데이터의 특성을 고려하여 하위 집합을 결정하는 것이 클러스터링이다

여기에서는 이런 숫자 데이터가 아니라 이미지 데이터를 대상으로 하는 방법을 살펴본다

우선 개 사진과 고양이 사진이 섞여 있는 폴더에서 개와 고양이를 분리하는 예제를 통해 클러스터링을 해본다 개라는 집단클러스터과 고양이라는 클러스터의 이름을 모른다고 생각하고 사진을 나눈 다음 한 쪽의 이름으로 개로 하고 다른 쪽의 이름은 고양이라고 할 수 있다 

다른 예에서는 동물 사진 집합과 사람 사진 집합으로 미리 데이터를 구분해 두고 새로운 사진들을 어느 집합으로 보내는지 확인한다

이 분석에는 Orange라고 하는 오픈 소스 데이터 분석 프로그램을 사용한다

Orange의 공식 홈페이지로 가기 
Orange Clustering Classification"
